OrderID,Product,Category,Brand,Platform,City,Price,Quantity,TotalAmount,Rating,Reviews,OrderDate,year,month,month_name,quarter,calculated_amount
ORD101944,HP Pavilion Laptop,Computers,HP,Amazon,Cairo,5961.91,2,11923.82,4.25,2701,2/17/2024,2024,2,February,2024Q1,11923.82
ORD101945,Adidas Running Shoes,Fashion,Adidas,Jumia,Casablanca,10403.39,4,41613.56,1.46,2704,10/22/2024,2024,10,October,2024Q4,41613.56
ORD101946,Nike Air Max,Fashion,Nike,Amazon,Giza,12106.42,4,48425.68,2.19,203,5/2/2024,2024,5,May,2024Q2,48425.68
ORD101947,Smartwatch FitPro,Wearables,FitPro,Amazon,Riyadh,17461.05,3,52383.15,2.53,3293,8/25/2024,2024,8,August,2024Q3,52383.15
ORD101948,iPhone 13,Electronics,Apple,Jumia,Dubai,18807.28,2,37614.56,2.81,4089,4/16/2024,2024,4,April,2024Q2,37614.56
ORD101949,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,18691.43,3,56074.29,2.19,1562,8/11/2024,2024,8,August,2024Q3,56074.29
ORD101950,HP Pavilion Laptop,Computers,HP,Souq,Giza,18445.43,5,92227.15,4.2,2591,10/8/2024,2024,10,October,2024Q4,92227.15
ORD101951,Dell Inspiron 3501,Computers,Dell,Amazon,Giza,4359.1,3,13077.3,4.71,245,11/12/2024,2024,11,November,2024Q4,13077.3
ORD101952,Bluetooth Headset,Accessories,JBL,Amazon,Casablanca,18980.96,4,75923.84,2.52,3256,4/20/2024,2024,4,April,2024Q2,75923.84
ORD101953,Nike Air Max,Fashion,Nike,Jumia,Alexandria,18287.63,2,36575.26,4.16,1761,7/28/2024,2024,7,July,2024Q3,36575.26
ORD101954,Bluetooth Headset,Accessories,JBL,Souq,Dubai,3897.31,5,19486.55,4,2579,10/18/2024,2024,10,October,2024Q4,19486.55
ORD101955,HP Pavilion Laptop,Computers,HP,Amazon,Giza,13400.52,2,26801.04,4.98,4258,7/3/2024,2024,7,July,2024Q3,26801.04
ORD101956,Samsung Galaxy A14,Electronics,Samsung,Souq,Alexandria,9401.11,4,37604.44,1.16,1593,9/3/2024,2024,9,September,2024Q3,37604.44
ORD101957,Nike Air Max,Fashion,Nike,Jumia,Cairo,4762.06,3,14286.18,1.06,586,8/12/2024,2024,8,August,2024Q3,14286.18
ORD101958,T-shirt Cotton,Fashion,Generic,Souq,Alexandria,11798.19,4,47192.76,2.42,1864,3/5/2024,2024,3,March,2024Q1,47192.76
ORD101959,Adidas Running Shoes,Fashion,Adidas,Jumia,Giza,12675.39,4,50701.56,3.19,3649,7/7/2024,2024,7,July,2024Q3,50701.56
ORD101960,Smartwatch FitPro,Wearables,FitPro,Souq,Riyadh,4037.34,1,4037.34,4.05,1704,11/16/2024,2024,11,November,2024Q4,4037.34
ORD101961,HP Pavilion Laptop,Computers,HP,Souq,Giza,12996.48,5,64982.4,1.38,4608,5/7/2024,2024,5,May,2024Q2,64982.4
ORD101962,HP Pavilion Laptop,Computers,HP,Souq,Alexandria,1797.57,2,3595.14,4.46,468,6/25/2024,2024,6,June,2024Q2,3595.14
ORD101963,HP Pavilion Laptop,Computers,HP,Jumia,Riyadh,3219.44,2,6438.88,1.2,1537,2/14/2024,2024,2,February,2024Q1,6438.88
ORD101964,Bluetooth Headset,Accessories,JBL,Souq,Casablanca,12713.49,3,38140.47,1.19,4182,12/10/2024,2024,12,December,2024Q4,38140.47
ORD101965,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,12751.54,2,25503.08,3.07,2082,1/28/2024,2024,1,January,2024Q1,25503.08
ORD101966,Samsung Galaxy A14,Electronics,Samsung,Jumia,Casablanca,8763.31,5,43816.55,2.55,610,10/31/2024,2024,10,October,2024Q4,43816.55
ORD101967,iPhone 13,Electronics,Apple,Jumia,Cairo,350,4,1400,1.74,1741,2/24/2024,2024,2,February,2024Q1,1400
ORD101968,HP Pavilion Laptop,Computers,HP,Souq,Alexandria,4276.06,1,4276.06,4.02,2758,1/10/2024,2024,1,January,2024Q1,4276.06
ORD101969,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,13938.68,3,41816.04,2.51,3622,6/3/2024,2024,6,June,2024Q2,41816.04
ORD101970,HP Pavilion Laptop,Computers,HP,Jumia,Giza,10406.79,4,41627.16,4.58,3813,12/5/2024,2024,12,December,2024Q4,41627.16
ORD101971,Adidas Running Shoes,Fashion,Adidas,Souq,Alexandria,13076.35,5,65381.75,2.25,3452,7/11/2024,2024,7,July,2024Q3,65381.75
ORD101972,HP Pavilion Laptop,Computers,HP,Amazon,Cairo,10574.6,2,21149.2,1.96,3592,6/30/2024,2024,6,June,2024Q2,21149.2
ORD101973,HP Pavilion Laptop,Computers,HP,Amazon,Alexandria,19054.5,2,38109,1.97,1220,11/30/2024,2024,11,November,2024Q4,38109
ORD101974,Nike Air Max,Fashion,Nike,Souq,Alexandria,7842.35,3,23527.05,2.55,1686,1/5/2024,2024,1,January,2024Q1,23527.05
ORD101975,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Cairo,821.08,3,2463.24,3.51,4014,2/22/2024,2024,2,February,2024Q1,2463.24
ORD101976,Samsung Galaxy A14,Electronics,Samsung,Amazon,Cairo,11910.82,2,23821.64,4.6,1085,1/26/2024,2024,1,January,2024Q1,23821.64
ORD101977,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Riyadh,4044.64,2,8089.28,4.71,2868,2/10/2024,2024,2,February,2024Q1,8089.28
ORD101978,Samsung Galaxy A14,Electronics,Samsung,Souq,Giza,10631.57,5,53157.85,2.45,3958,7/24/2024,2024,7,July,2024Q3,53157.85
ORD101979,Smartwatch FitPro,Wearables,FitPro,Souq,Riyadh,9465.18,4,37860.72,4.79,571,2/16/2024,2024,2,February,2024Q1,37860.72
ORD101980,Adidas Running Shoes,Fashion,Adidas,Amazon,Dubai,619.27,3,1857.81,2.99,2348,7/28/2024,2024,7,July,2024Q3,1857.81
ORD101981,T-shirt Cotton,Fashion,Generic,Jumia,Riyadh,5983.66,4,23934.64,1.74,407,9/11/2024,2024,9,September,2024Q3,23934.64
ORD101982,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Cairo,15906.41,1,15906.41,1.63,4445,1/18/2024,2024,1,January,2024Q1,15906.41
ORD101983,HP Pavilion Laptop,Computers,HP,Souq,Dubai,7647.55,4,30590.2,3.86,2592,8/1/2024,2024,8,August,2024Q3,30590.2
ORD101984,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Casablanca,18396.35,4,73585.4,2.06,1264,3/3/2024,2024,3,March,2024Q1,73585.4
ORD101985,Dell Inspiron 3501,Computers,Dell,Souq,Casablanca,17321.56,4,69286.24,3.15,3364,9/29/2024,2024,9,September,2024Q3,69286.24
ORD101986,Samsung Galaxy A14,Electronics,Samsung,Jumia,Giza,16294.61,4,65178.44,1.61,3702,9/22/2024,2024,9,September,2024Q3,65178.44
ORD101987,Dell Inspiron 3501,Computers,Dell,Amazon,Riyadh,12211.52,4,48846.08,2.21,4880,7/13/2024,2024,7,July,2024Q3,48846.08
ORD101988,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,13630.53,3,40891.59,1.5,4655,3/22/2024,2024,3,March,2024Q1,40891.59
ORD101989,Bluetooth Headset,Accessories,JBL,Souq,Casablanca,9334.57,5,46672.85,2.57,2443,9/7/2024,2024,9,September,2024Q3,46672.85
ORD101990,T-shirt Cotton,Fashion,Generic,Jumia,Casablanca,3354.06,4,13416.24,1.09,3075,7/16/2024,2024,7,July,2024Q3,13416.24
ORD101991,Dell Inspiron 3501,Computers,Dell,Souq,Dubai,15287.67,1,15287.67,1.05,304,12/4/2024,2024,12,December,2024Q4,15287.67
ORD101992,Dell Inspiron 3501,Computers,Dell,Amazon,Dubai,9112.96,3,27338.88,3.56,1666,1/17/2024,2024,1,January,2024Q1,27338.88
ORD101993,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,14495.41,1,14495.41,2,1108,3/25/2024,2024,3,March,2024Q1,14495.41
ORD101994,Bluetooth Headset,Accessories,JBL,Amazon,Riyadh,18703.34,1,18703.34,3.91,1970,9/6/2024,2024,9,September,2024Q3,18703.34
ORD101995,Nike Air Max,Fashion,Nike,Jumia,Cairo,5004.43,3,15013.29,1.75,1023,2/16/2024,2024,2,February,2024Q1,15013.29
ORD101996,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Casablanca,18916.61,2,37833.22,3.6,2310,2/5/2024,2024,2,February,2024Q1,37833.22
ORD101997,Smartwatch FitPro,Wearables,FitPro,Souq,Alexandria,3279.46,4,13117.84,4.85,181,9/9/2024,2024,9,September,2024Q3,13117.84
ORD101998,Bluetooth Headset,Accessories,JBL,Souq,Riyadh,8312.75,5,41563.75,4.79,4751,6/5/2024,2024,6,June,2024Q2,41563.75
ORD101999,Bluetooth Headset,Accessories,JBL,Amazon,Riyadh,14738.13,1,14738.13,3.05,2451,10/5/2024,2024,10,October,2024Q4,14738.13
ORD102000,HP Pavilion Laptop,Computers,HP,Jumia,Casablanca,10635.61,2,21271.22,4.1,4162,2/25/2024,2024,2,February,2024Q1,21271.22
ORD102001,HP Pavilion Laptop,Computers,HP,Souq,Alexandria,13953.16,5,69765.8,3.17,4765,7/8/2024,2024,7,July,2024Q3,69765.8
ORD102002,Nike Air Max,Fashion,Nike,Souq,Cairo,607.12,4,2428.48,3.59,3496,1/4/2024,2024,1,January,2024Q1,2428.48
ORD102003,HP Pavilion Laptop,Computers,HP,Jumia,Cairo,14796.37,5,73981.85,1.08,4881,7/19/2024,2024,7,July,2024Q3,73981.85
ORD102004,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,6642.07,2,13284.14,4.1,2584,2/2/2024,2024,2,February,2024Q1,13284.14
ORD102005,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Cairo,1143.87,1,1143.87,3.04,2382,1/11/2024,2024,1,January,2024Q1,1143.87
ORD102006,iPhone 13,Electronics,Apple,Jumia,Alexandria,14336.42,3,43009.26,4.4,2395,6/28/2024,2024,6,June,2024Q2,43009.26
ORD102007,Nike Air Max,Fashion,Nike,Jumia,Riyadh,10134.56,1,10134.56,1.1,656,12/21/2024,2024,12,December,2024Q4,10134.56
ORD102008,Adidas Running Shoes,Fashion,Adidas,Amazon,Giza,6991.45,5,34957.25,3.97,2442,2/1/2024,2024,2,February,2024Q1,34957.25
ORD102009,Smartwatch FitPro,Wearables,FitPro,Souq,Alexandria,6258.6,4,25034.4,3.31,2056,3/22/2024,2024,3,March,2024Q1,25034.4
ORD102010,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,417.37,2,834.74,1.85,1586,8/25/2024,2024,8,August,2024Q3,834.74
ORD102011,Bluetooth Headset,Accessories,JBL,Jumia,Alexandria,15816.42,1,15816.42,2.99,4557,2/20/2024,2024,2,February,2024Q1,15816.42
ORD102012,Smartwatch FitPro,Wearables,FitPro,Jumia,Giza,7866.98,4,31467.92,4.76,1457,2/3/2024,2024,2,February,2024Q1,31467.92
ORD102013,Samsung Galaxy A14,Electronics,Samsung,Souq,Dubai,1044.69,1,1044.69,2.34,4891,11/1/2024,2024,11,November,2024Q4,1044.69
ORD102014,iPhone 13,Electronics,Apple,Amazon,Riyadh,1470.51,2,2941.02,4.42,2656,1/23/2024,2024,1,January,2024Q1,2941.02
ORD102015,iPhone 13,Electronics,Apple,Souq,Dubai,17488.14,4,69952.56,4.67,641,10/13/2024,2024,10,October,2024Q4,69952.56
ORD102016,Bluetooth Headset,Accessories,JBL,Jumia,Casablanca,3721.88,2,7443.76,4.14,4854,11/27/2024,2024,11,November,2024Q4,7443.76
ORD102017,Bluetooth Headset,Accessories,JBL,Jumia,Riyadh,4352.02,5,21760.1,4.25,3986,5/17/2024,2024,5,May,2024Q2,21760.1
ORD102018,T-shirt Cotton,Fashion,Generic,Amazon,Giza,10990.21,1,10990.21,2.22,336,6/2/2024,2024,6,June,2024Q2,10990.21
ORD102019,Adidas Running Shoes,Fashion,Adidas,Amazon,Riyadh,19179.25,5,95896.25,3.61,4869,3/14/2024,2024,3,March,2024Q1,95896.25
ORD102020,iPhone 13,Electronics,Apple,Souq,Dubai,9131.56,5,45657.8,2.97,4742,5/9/2024,2024,5,May,2024Q2,45657.8
ORD102021,Bluetooth Headset,Accessories,JBL,Amazon,Alexandria,3724.43,4,14897.72,3.06,2783,3/2/2024,2024,3,March,2024Q1,14897.72
ORD102022,Samsung Galaxy A14,Electronics,Samsung,Souq,Giza,8446.21,5,42231.05,1.91,697,12/12/2024,2024,12,December,2024Q4,42231.05
ORD102023,Adidas Running Shoes,Fashion,Adidas,Souq,Cairo,13545.26,4,54181.04,2.93,4338,10/4/2024,2024,10,October,2024Q4,54181.04
ORD102024,Adidas Running Shoes,Fashion,Adidas,Amazon,Casablanca,7661.23,3,22983.69,1.02,2518,3/29/2024,2024,3,March,2024Q1,22983.69
ORD102025,HP Pavilion Laptop,Computers,HP,Souq,Dubai,8266.59,2,16533.18,1.92,1880,12/18/2024,2024,12,December,2024Q4,16533.18
ORD102026,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Dubai,17788.74,1,17788.74,1.39,299,11/21/2024,2024,11,November,2024Q4,17788.74
ORD102027,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,7995.01,2,15990.02,4.36,4312,3/15/2024,2024,3,March,2024Q1,15990.02
ORD102028,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,6934.13,2,13868.26,3.78,2749,3/27/2024,2024,3,March,2024Q1,13868.26
ORD102029,Nike Air Max,Fashion,Nike,Souq,Riyadh,553.95,1,553.95,1.35,893,1/6/2024,2024,1,January,2024Q1,553.95
ORD102030,Adidas Running Shoes,Fashion,Adidas,Amazon,Giza,3084.33,4,12337.32,4.61,1581,7/31/2024,2024,7,July,2024Q3,12337.32
ORD102031,T-shirt Cotton,Fashion,Generic,Amazon,Casablanca,6336.81,4,25347.24,2.94,4641,8/18/2024,2024,8,August,2024Q3,25347.24
ORD102032,iPhone 13,Electronics,Apple,Jumia,Giza,4559.68,4,18238.72,1.35,2011,5/12/2024,2024,5,May,2024Q2,18238.72
ORD102033,iPhone 13,Electronics,Apple,Souq,Cairo,18631.45,1,18631.45,3.6,2941,12/23/2024,2024,12,December,2024Q4,18631.45
ORD102034,iPhone 13,Electronics,Apple,Amazon,Riyadh,14387.28,5,71936.4,2.82,1471,2/5/2024,2024,2,February,2024Q1,71936.4
ORD102035,Adidas Running Shoes,Fashion,Adidas,Jumia,Alexandria,8515.32,2,17030.64,1.04,762,5/31/2024,2024,5,May,2024Q2,17030.64
ORD102036,Dell Inspiron 3501,Computers,Dell,Souq,Alexandria,18087.09,5,90435.45,1.53,2539,10/3/2024,2024,10,October,2024Q4,90435.45
ORD102037,Adidas Running Shoes,Fashion,Adidas,Jumia,Cairo,4606.2,2,9212.4,2.9,3507,5/16/2024,2024,5,May,2024Q2,9212.4
ORD102038,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,15580.89,2,31161.78,2.02,1932,4/20/2024,2024,4,April,2024Q2,31161.78
ORD102039,iPhone 13,Electronics,Apple,Amazon,Cairo,11630.86,2,23261.72,4.71,3125,10/21/2024,2024,10,October,2024Q4,23261.72
ORD102040,HP Pavilion Laptop,Computers,HP,Souq,Casablanca,11702.49,2,23404.98,3.68,3357,3/9/2024,2024,3,March,2024Q1,23404.98
ORD102041,Adidas Running Shoes,Fashion,Adidas,Souq,Giza,5521.17,5,27605.85,1.18,3903,10/30/2024,2024,10,October,2024Q4,27605.85
ORD102042,iPhone 13,Electronics,Apple,Jumia,Alexandria,12864.8,1,12864.8,2.57,4438,1/23/2024,2024,1,January,2024Q1,12864.8
ORD102043,Adidas Running Shoes,Fashion,Adidas,Amazon,Cairo,10650,2,21300,1.79,1883,12/6/2024,2024,12,December,2024Q4,21300
ORD102044,Dell Inspiron 3501,Computers,Dell,Amazon,Giza,5890.35,1,5890.35,4.31,3338,5/29/2024,2024,5,May,2024Q2,5890.35
ORD102045,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,1929.19,4,7716.76,4.58,3828,7/14/2024,2024,7,July,2024Q3,7716.76
ORD102046,Bluetooth Headset,Accessories,JBL,Jumia,Riyadh,18401.15,1,18401.15,4.38,37,9/3/2024,2024,9,September,2024Q3,18401.15
ORD102047,Nike Air Max,Fashion,Nike,Jumia,Cairo,8560.94,2,17121.88,4.11,2339,11/6/2024,2024,11,November,2024Q4,17121.88
ORD102048,Nike Air Max,Fashion,Nike,Jumia,Riyadh,15249.46,2,30498.92,3.26,1872,10/15/2024,2024,10,October,2024Q4,30498.92
ORD102049,Samsung Galaxy A14,Electronics,Samsung,Jumia,Casablanca,11665.79,4,46663.16,1.46,2744,10/2/2024,2024,10,October,2024Q4,46663.16
ORD102050,Dell Inspiron 3501,Computers,Dell,Jumia,Casablanca,19094.96,3,57284.88,4.84,3211,11/27/2024,2024,11,November,2024Q4,57284.88
ORD102051,iPhone 13,Electronics,Apple,Jumia,Riyadh,8893.87,2,17787.74,2.64,797,5/19/2024,2024,5,May,2024Q2,17787.74
ORD102052,Samsung Galaxy A14,Electronics,Samsung,Jumia,Dubai,12177.88,1,12177.88,3.19,268,1/15/2024,2024,1,January,2024Q1,12177.88
ORD102053,Smartwatch FitPro,Wearables,FitPro,Souq,Dubai,6031.61,2,12063.22,4.79,3372,6/14/2024,2024,6,June,2024Q2,12063.22
ORD102054,Dell Inspiron 3501,Computers,Dell,Jumia,Cairo,10722.93,3,32168.79,1.04,4969,10/31/2024,2024,10,October,2024Q4,32168.79
ORD102055,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,16206.35,4,64825.4,4.9,3590,11/30/2024,2024,11,November,2024Q4,64825.4
ORD102056,Adidas Running Shoes,Fashion,Adidas,Souq,Casablanca,4579.11,2,9158.22,3.37,1288,1/16/2024,2024,1,January,2024Q1,9158.22
ORD102057,Smartwatch FitPro,Wearables,FitPro,Souq,Cairo,12383.16,2,24766.32,1.4,3188,1/12/2024,2024,1,January,2024Q1,24766.32
ORD102058,iPhone 13,Electronics,Apple,Souq,Giza,13559.21,2,27118.42,3.91,4068,5/17/2024,2024,5,May,2024Q2,27118.42
ORD102059,iPhone 13,Electronics,Apple,Souq,Casablanca,7531.72,4,30126.88,3.54,3450,4/22/2024,2024,4,April,2024Q2,30126.88
ORD102060,Dell Inspiron 3501,Computers,Dell,Amazon,Alexandria,16388.27,4,65553.08,1.69,2330,9/18/2024,2024,9,September,2024Q3,65553.08
ORD102061,Bluetooth Headset,Accessories,JBL,Souq,Giza,11011.12,1,11011.12,3.61,3757,7/16/2024,2024,7,July,2024Q3,11011.12
ORD102062,Adidas Running Shoes,Fashion,Adidas,Amazon,Cairo,19436.95,4,77747.8,2.63,3503,1/30/2024,2024,1,January,2024Q1,77747.8
ORD102063,T-shirt Cotton,Fashion,Generic,Jumia,Riyadh,7224.51,1,7224.51,2.26,146,12/3/2024,2024,12,December,2024Q4,7224.51
ORD102064,Samsung Galaxy A14,Electronics,Samsung,Souq,Cairo,12398.73,4,49594.92,2.43,1367,3/11/2024,2024,3,March,2024Q1,49594.92
ORD102065,Bluetooth Headset,Accessories,JBL,Jumia,Cairo,13563.24,2,27126.48,2.93,1062,1/11/2024,2024,1,January,2024Q1,27126.48
ORD102066,Bluetooth Headset,Accessories,JBL,Jumia,Giza,2925.71,4,11702.84,3.98,1131,9/23/2024,2024,9,September,2024Q3,11702.84
ORD102067,Bluetooth Headset,Accessories,JBL,Jumia,Alexandria,1573.11,3,4719.33,4.05,2639,12/22/2024,2024,12,December,2024Q4,4719.33
ORD102068,Dell Inspiron 3501,Computers,Dell,Jumia,Alexandria,10990.25,2,21980.5,1.61,1606,1/7/2024,2024,1,January,2024Q1,21980.5
ORD102069,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,15279.03,2,30558.06,4.28,1005,7/31/2024,2024,7,July,2024Q3,30558.06
ORD102070,Adidas Running Shoes,Fashion,Adidas,Amazon,Dubai,16968.33,3,50904.99,3.03,3917,12/15/2024,2024,12,December,2024Q4,50904.99
ORD102071,Bluetooth Headset,Accessories,JBL,Amazon,Riyadh,6600.68,4,26402.72,4.01,1145,3/3/2024,2024,3,March,2024Q1,26402.72
ORD102072,Dell Inspiron 3501,Computers,Dell,Amazon,Dubai,9226.95,1,9226.95,2.56,4726,6/28/2024,2024,6,June,2024Q2,9226.95
ORD102073,Adidas Running Shoes,Fashion,Adidas,Amazon,Dubai,9664.37,4,38657.48,2.37,1582,5/16/2024,2024,5,May,2024Q2,38657.48
ORD102074,Dell Inspiron 3501,Computers,Dell,Amazon,Riyadh,15973.95,3,47921.85,1.47,101,2/29/2024,2024,2,February,2024Q1,47921.85
ORD102075,Adidas Running Shoes,Fashion,Adidas,Amazon,Cairo,15304.37,1,15304.37,3.63,1427,11/19/2024,2024,11,November,2024Q4,15304.37
ORD102076,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,18834.62,3,56503.86,4.14,4867,1/31/2024,2024,1,January,2024Q1,56503.86
ORD102077,HP Pavilion Laptop,Computers,HP,Souq,Alexandria,12679.26,5,63396.3,1.92,4297,2/2/2024,2024,2,February,2024Q1,63396.3
ORD102078,Nike Air Max,Fashion,Nike,Amazon,Riyadh,16225.05,2,32450.1,1.73,3182,11/18/2024,2024,11,November,2024Q4,32450.1
ORD102079,Nike Air Max,Fashion,Nike,Amazon,Dubai,8027.47,3,24082.41,2.5,3943,10/29/2024,2024,10,October,2024Q4,24082.41
ORD102080,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Riyadh,4831.78,1,4831.78,2.64,2612,10/9/2024,2024,10,October,2024Q4,4831.78
ORD102081,Samsung Galaxy A14,Electronics,Samsung,Souq,Alexandria,14003.75,1,14003.75,1.93,4651,6/21/2024,2024,6,June,2024Q2,14003.75
ORD102082,Nike Air Max,Fashion,Nike,Jumia,Giza,13225.48,5,66127.4,4.43,3285,3/26/2024,2024,3,March,2024Q1,66127.4
ORD102083,Nike Air Max,Fashion,Nike,Amazon,Dubai,12584.26,1,12584.26,3.8,1922,6/20/2024,2024,6,June,2024Q2,12584.26
ORD102084,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Alexandria,13353.06,1,13353.06,4.1,1163,10/3/2024,2024,10,October,2024Q4,13353.06
ORD102085,Adidas Running Shoes,Fashion,Adidas,Jumia,Riyadh,3665.78,5,18328.9,1.97,4670,10/15/2024,2024,10,October,2024Q4,18328.9
ORD102086,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Giza,5692.3,5,28461.5,4.06,4428,5/26/2024,2024,5,May,2024Q2,28461.5
ORD102087,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,13076.18,5,65380.9,2.71,2266,11/10/2024,2024,11,November,2024Q4,65380.9
ORD102088,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Dubai,4639.25,5,23196.25,2.48,3729,12/6/2024,2024,12,December,2024Q4,23196.25
ORD102089,HP Pavilion Laptop,Computers,HP,Amazon,Alexandria,2597.11,1,2597.11,2.73,4922,2/23/2024,2024,2,February,2024Q1,2597.11
ORD102090,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,18820.56,1,18820.56,4.26,669,11/22/2024,2024,11,November,2024Q4,18820.56
ORD102091,Dell Inspiron 3501,Computers,Dell,Amazon,Cairo,5690.27,4,22761.08,3.75,2066,12/19/2024,2024,12,December,2024Q4,22761.08
ORD102092,iPhone 13,Electronics,Apple,Amazon,Cairo,6947.16,1,6947.16,4.31,4395,8/10/2024,2024,8,August,2024Q3,6947.16
ORD102093,Bluetooth Headset,Accessories,JBL,Amazon,Cairo,15097.92,2,30195.84,2.31,4015,5/31/2024,2024,5,May,2024Q2,30195.84
ORD102094,iPhone 13,Electronics,Apple,Souq,Giza,15288.63,4,61154.52,1.83,3444,6/18/2024,2024,6,June,2024Q2,61154.52
ORD102095,T-shirt Cotton,Fashion,Generic,Amazon,Giza,5144.5,3,15433.5,2.41,4486,3/10/2024,2024,3,March,2024Q1,15433.5
ORD102096,Nike Air Max,Fashion,Nike,Jumia,Riyadh,16920.44,4,67681.76,2.02,3193,11/1/2024,2024,11,November,2024Q4,67681.76
ORD102097,Dell Inspiron 3501,Computers,Dell,Jumia,Alexandria,3766.64,1,3766.64,4.32,4563,7/30/2024,2024,7,July,2024Q3,3766.64
ORD102098,Adidas Running Shoes,Fashion,Adidas,Jumia,Giza,19465.62,4,77862.48,3.77,355,4/1/2024,2024,4,April,2024Q2,77862.48
ORD102099,Adidas Running Shoes,Fashion,Adidas,Souq,Alexandria,9347.11,4,37388.44,4.37,4334,10/16/2024,2024,10,October,2024Q4,37388.44
ORD102100,Dell Inspiron 3501,Computers,Dell,Amazon,Alexandria,8624.34,3,25873.02,1.04,3887,1/13/2024,2024,1,January,2024Q1,25873.02
ORD102101,HP Pavilion Laptop,Computers,HP,Jumia,Dubai,14646.53,3,43939.59,1,3883,5/17/2024,2024,5,May,2024Q2,43939.59
ORD102102,Dell Inspiron 3501,Computers,Dell,Amazon,Dubai,17409.48,3,52228.44,1.28,1345,11/15/2024,2024,11,November,2024Q4,52228.44
ORD102103,Nike Air Max,Fashion,Nike,Souq,Dubai,18334.4,5,91672,2.09,2245,6/17/2024,2024,6,June,2024Q2,91672
ORD102104,Nike Air Max,Fashion,Nike,Souq,Dubai,11467.21,4,45868.84,2.88,455,7/25/2024,2024,7,July,2024Q3,45868.84
ORD102105,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Dubai,19759.21,3,59277.63,2,2817,11/27/2024,2024,11,November,2024Q4,59277.63
ORD102106,Adidas Running Shoes,Fashion,Adidas,Souq,Casablanca,2885.35,1,2885.35,3.63,634,9/19/2024,2024,9,September,2024Q3,2885.35
ORD102107,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,18166.01,1,18166.01,2.93,4425,12/14/2024,2024,12,December,2024Q4,18166.01
ORD102108,Bluetooth Headset,Accessories,JBL,Jumia,Cairo,18197.47,1,18197.47,1.84,3067,10/3/2024,2024,10,October,2024Q4,18197.47
ORD102109,Adidas Running Shoes,Fashion,Adidas,Souq,Riyadh,8868.37,5,44341.85,4.38,3097,5/29/2024,2024,5,May,2024Q2,44341.85
ORD102110,Smartwatch FitPro,Wearables,FitPro,Jumia,Riyadh,13329.34,4,53317.36,1.16,900,10/16/2024,2024,10,October,2024Q4,53317.36
ORD102111,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,14957.71,2,29915.42,4.96,4613,9/28/2024,2024,9,September,2024Q3,29915.42
ORD102112,T-shirt Cotton,Fashion,Generic,Jumia,Alexandria,1690.83,4,6763.32,4.62,4883,11/8/2024,2024,11,November,2024Q4,6763.32
ORD102113,Nike Air Max,Fashion,Nike,Amazon,Cairo,880.49,2,1760.98,1.37,895,2/13/2024,2024,2,February,2024Q1,1760.98
ORD102114,HP Pavilion Laptop,Computers,HP,Souq,Cairo,18297.54,5,91487.7,1.4,1189,3/26/2024,2024,3,March,2024Q1,91487.7
ORD102115,T-shirt Cotton,Fashion,Generic,Jumia,Casablanca,14714.93,4,58859.72,2.37,3949,3/3/2024,2024,3,March,2024Q1,58859.72
ORD102116,Smartwatch FitPro,Wearables,FitPro,Jumia,Riyadh,9768.48,4,39073.92,2.38,2229,1/16/2024,2024,1,January,2024Q1,39073.92
ORD102117,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Giza,16604.88,3,49814.64,3.85,3441,12/12/2024,2024,12,December,2024Q4,49814.64
